"AGE","CLITIME","INCOME","RESIDTIME","REGION_North","REGION_South","REGION_West","CABLETV_Yes","AUTODEBT_Yes","DEBTINC","CHURN"
46,21,6520,6.6,0,0,1,1,0,0.0904907975460123,"No"
32,22,6800,3.6,0,1,0,1,1,0.101470588235294,"No"
39,14,6650,2.5,0,0,0,0,1,0.141353383458647,"No"
37,13,5310,5.2,0,0,0,0,1,0.0487758945386064,"No"
49,17,5390,5.8,1,0,0,1,0,0.232282003710575,"No"
35,14,7790,4.3,1,0,0,1,0,0.0490372272143774,"No"
37,14,6090,4.5,1,0,0,0,0,0.178653530377668,"No"
40,23,6160,5.2,1,0,0,0,0,0.0165584415584416,"No"
33,24,5520,6.1,1,0,0,1,0,0.0264492753623188,"No"
40,12,5670,8.2,1,0,0,1,1,0.0777777777777778,"No"
58,39,17390,2.3,1,0,0,1,0,0.0813686026451984,"No"
33,19,5250,4.9,0,0,1,0,1,0.150857142857143,"No"
45,13,5800,6.3,0,0,0,1,0,0.144655172413793,"No"
44,21,6590,6.2,0,0,0,1,1,0.11608497723824,"No"
31,15,5090,1.8,0,0,0,1,1,0.0445972495088409,"No"
36,24,8650,6.2,0,0,1,1,0,0.0336416184971098,"No"
49,30,11660,3.6,0,0,0,1,0,0.0704974271012007,"No"
46,19,7420,6.3,0,0,1,1,1,0.0119946091644205,"No"
40,26,6430,5.4,1,0,0,1,0,0.0371695178849145,"No"
30,15,5190,5,1,0,0,1,0,0.0878612716763006,"No"
31,23,6450,4.7,0,0,0,1,0,0.0618604651162791,"No"
32,14,4940,7.9,1,0,0,0,1,0.0489878542510121,"No"
33,12,4710,5.2,0,0,0,0,0,0.00509554140127389,"No"
48,20,7880,4.4,0,0,0,1,0,0.0642131979695432,"No"
54,26,8020,7.6,1,0,0,1,1,0.130299251870324,"No"
47,24,6600,6.6,0,0,1,1,0,0.18,"No"
45,38,9840,4.5,0,1,0,1,1,0.00660569105691057,"No"
32,22,5570,7.1,0,0,1,1,0,0.0983842010771993,"No"
37,21,5610,7.6,0,0,1,1,0,0.0447415329768271,"No"
57,50,23580,4.8,1,0,0,0,0,0.0883799830364716,"No"
41,28,7130,6.9,0,0,1,0,0,0.0131837307152875,"No"
35,18,6410,2.8,1,0,0,1,0,0.130265210608424,"No"
45,31,9980,4.7,1,0,0,1,0,0.146392785571142,"No"
35,15,5360,5.2,1,0,0,1,1,0.151492537313433,"No"
44,29,6030,6.2,1,0,0,1,0,0.0575456053067993,"No"
48,19,6970,4.1,0,0,1,1,1,0.123959827833572,"No"
38,18,6520,7.9,1,0,0,1,1,0.0688650306748466,"No"
46,13,4690,5.9,0,0,0,1,1,0.0458422174840085,"No"
35,20,5070,3.5,1,0,0,1,0,0.0136094674556213,"No"
32,13,4670,4.4,1,0,0,1,1,0.063169164882227,"No"
45,12,4890,7.9,0,0,0,0,0,0.0789366053169734,"No"
49,13,5420,4.2,0,0,1,1,0,0.124723247232472,"No"
53,18,5720,4.2,1,0,0,0,0,0.0699300699300699,"No"
54,30,10280,3.7,0,0,0,1,1,0.0465953307392996,"No"
29,17,5760,7,1,0,0,1,0,0.113715277777778,"No"
30,16,5060,5.8,0,0,1,0,1,0.201581027667984,"No"
32,22,5070,0.5,1,0,0,1,0,0.0609467455621302,"No"
58,25,8980,3.8,1,0,0,1,0,0.120044543429844,"No"
38,14,5190,7.8,0,0,0,1,0,0.0641618497109827,"No"
36,20,5540,6.4,0,0,0,1,1,0.0983754512635379,"No"
38,18,6070,2.6,0,0,1,0,1,0.0462932454695222,"No"
49,30,13610,8.1,1,0,0,1,1,0.197648787656135,"No"
29,13,5360,4.9,0,0,1,1,0,0.0395522388059701,"No"
29,18,5820,8.2,0,0,1,1,0,0.0271477663230241,"No"
49,36,15960,5.2,0,0,0,1,1,0.0202380952380952,"No"
59,21,5930,7.9,1,0,0,1,0,0.100168634064081,"No"
47,21,6470,3.6,0,0,0,0,0,0.121483771251932,"No"
34,19,6660,8.2,0,0,0,1,1,0.160960960960961,"No"
39,16,5780,6.4,1,0,0,1,0,0.261764705882353,"No"
48,18,5290,4.8,1,0,0,1,0,0.0448015122873346,"No"
54,33,16070,2.9,0,0,0,1,0,0.0575606720597386,"No"
31,23,5730,4.7,1,0,0,0,1,0.0837696335078534,"No"
37,15,12880,6.5,1,0,0,1,0,0.036723602484472,"No"
36,19,5620,4.6,0,0,1,1,1,0.241637010676157,"No"
34,22,10900,0.2,0,0,0,1,1,0.0785321100917431,"No"
43,15,6640,7.3,0,1,0,1,0,0.0332831325301205,"No"
35,18,4870,4.2,0,1,0,1,0,0.116837782340862,"No"
55,30,12840,8.7,0,0,0,0,1,0.0518691588785047,"No"
41,19,6260,4.5,0,0,0,0,0,0.0472843450479233,"No"
38,19,5180,8.2,0,0,0,0,0,0.06003861003861,"No"
36,20,5320,1.2,0,1,0,0,0,0.122556390977444,"No"
50,35,13020,2.6,1,0,0,1,1,0.0698924731182796,"No"
52,22,6610,5,0,0,1,1,0,0.108472012102874,"No"
44,25,9580,5.4,0,0,0,1,0,0.0310020876826722,"No"
37,14,4880,7.2,0,0,0,1,0,0.0715163934426229,"No"
36,27,9730,3,1,0,0,1,0,0.0183967112024666,"No"
48,14,9330,6,0,0,1,1,0,0.00535905680600214,"No"
31,15,5780,3.7,0,0,1,0,1,0.126297577854671,"No"
27,13,5720,5.2,0,0,1,1,0,0.0452797202797203,"No"
54,31,9910,1.5,0,0,1,1,1,0.105751765893037,"No"
33,16,6550,4,0,0,0,1,0,0.0242748091603053,"No"
38,15,4960,4.3,0,0,0,0,1,0.181048387096774,"No"
40,18,6330,4.5,1,0,0,1,0,0.0303317535545024,"No"
31,12,5040,7.7,1,0,0,1,1,0.00972222222222222,"No"
27,15,4840,4.6,0,1,0,1,0,0.142355371900826,"No"
42,17,6360,6.3,1,0,0,1,1,0.106603773584906,"No"
37,20,4940,2.8,0,0,0,1,0,0.138866396761134,"No"
50,21,10250,5.8,0,0,0,0,0,0.0361951219512195,"No"
32,15,5190,4,0,1,0,1,0,0.0728323699421965,"No"
34,22,6950,6.8,0,1,0,0,0,0.0258992805755396,"No"
37,30,6590,5.6,0,0,0,1,1,0.188467374810319,"No"
24,13,4470,2.1,1,0,0,1,1,0.0711409395973154,"No"
35,25,6650,1.8,0,1,0,1,1,0.111127819548872,"No"
45,24,6360,8.5,0,0,1,1,1,0.157232704402516,"No"
33,17,5450,7.4,0,0,1,1,0,0.0322935779816514,"No"
35,19,5380,5.9,0,0,0,1,1,0.0395910780669145,"No"
43,26,10140,3.4,1,0,0,1,0,0.16094674556213,"No"
46,36,13670,7.2,0,0,0,1,1,0.0637893196781273,"No"
29,21,6150,1.6,1,0,0,1,1,0.179674796747967,"No"
30,15,5580,3.3,0,0,1,1,0,0.0903225806451613,"No"
36,19,5810,1.2,0,1,0,1,0,0.0309810671256454,"No"
29,15,6670,3.9,0,0,0,0,0,0.10599700149925,"No"
45,32,11030,5.9,0,0,0,1,0,0.0844968268359021,"No"
30,18,7090,6,1,0,0,1,1,0.104090267983075,"No"
52,17,6490,4.2,1,0,0,1,0,0.0622496147919877,"No"
45,26,13850,2.8,0,0,0,0,0,0.0246931407942238,"No"
57,42,17810,6.2,0,0,1,1,0,0.0450870297585626,"No"
46,20,6680,6,0,0,0,1,0,0.0667664670658683,"No"
35,22,6190,7.2,0,0,1,0,1,0.0610662358642973,"No"
42,16,5390,5,1,0,0,1,0,0.098886827458256,"No"
52,23,8630,5.3,1,0,0,1,1,0.0687137891077636,"No"
42,29,21390,5,1,0,0,0,1,0.0628798503973819,"No"
48,25,17520,3.8,1,0,0,1,1,0.0221461187214612,"No"
44,19,8470,3,1,0,0,1,0,0.0447461629279811,"No"
34,24,5420,3.8,1,0,0,0,1,0.127490774907749,"No"
31,17,5440,1,0,0,0,1,0,0.0606617647058824,"No"
33,23,6450,4.2,1,0,0,0,0,0.107906976744186,"No"
58,32,28530,2,0,1,0,1,0,0.0159831756046267,"No"
43,24,7070,3.1,0,0,1,1,0,0.0278642149929279,"No"
34,21,7250,6.4,1,0,0,1,0,0.0606896551724138,"No"
35,20,5750,4.3,1,0,0,1,0,0.179652173913043,"No"
39,32,10560,6.7,0,0,1,1,0,0.0929924242424242,"No"
42,15,5510,0.4,1,0,0,1,0,0.035934664246824,"No"
40,30,7480,6.4,0,0,1,1,1,0.0780748663101604,"No"
53,37,16530,5.7,0,0,0,0,1,0.0888687235329704,"No"
37,28,11290,6.9,0,0,1,1,0,0.0194862710363153,"No"
58,32,8580,5.5,1,0,0,1,0,0.0827505827505828,"No"
50,41,17380,5.4,1,0,0,0,0,0.110874568469505,"No"
29,13,5600,6.2,0,0,1,0,1,0.105,"No"
39,31,6590,3.2,0,0,0,1,0,0.177996965098634,"No"
29,13,8950,3.8,1,0,0,1,1,0.0345251396648045,"No"
28,17,8450,9.8,1,0,0,1,0,0.0501775147928994,"No"
52,18,7150,9.3,0,0,1,0,1,0.0525874125874126,"No"
35,13,5370,4.2,1,0,0,0,0,0.086219739292365,"No"
54,33,26080,3,0,0,0,1,0,0.124079754601227,"No"
53,40,19420,4.3,1,0,0,1,0,0.064572605561277,"No"
26,12,4770,2.4,1,0,0,0,0,0.0280922431865828,"No"
43,20,5570,3.6,0,0,1,1,1,0.0461400359066427,"No"
49,28,8370,4.5,0,0,0,0,1,0.083273596176822,"No"
49,35,8360,4.7,0,0,0,0,1,0.043421052631579,"No"
27,19,4820,0.7,1,0,0,1,1,0.0570539419087137,"No"
46,27,13830,3,1,0,0,1,1,0.159580621836587,"No"
46,32,19770,6.9,1,0,0,1,0,0.0268588770864947,"No"
24,13,4780,0.7,0,0,1,1,0,0.045397489539749,"No"
36,15,4950,2.4,1,0,0,1,1,0.0177777777777778,"No"
36,27,8460,4.7,0,0,0,0,0,0.0939716312056738,"No"
37,28,6730,5,1,0,0,0,1,0.0482912332838039,"No"
36,28,7290,5.8,0,0,0,1,0,0.0190672153635117,"No"
43,36,10680,5.9,1,0,0,0,1,0.0393258426966292,"No"
36,13,4940,7.1,0,0,0,1,1,0.0718623481781376,"No"
26,18,5690,4.9,0,0,1,0,0,0.0708260105448155,"No"
40,24,6620,6.1,0,0,1,1,0,0.0741691842900302,"No"
52,26,8570,7.3,1,0,0,1,0,0.0572928821470245,"No"
37,21,6710,1.9,0,0,0,1,1,0.167362146050671,"No"
40,24,12910,3.2,1,0,0,1,0,0.0069713400464756,"No"
37,21,7590,1.9,0,0,0,1,0,0.0629776021080369,"No"
48,30,22460,4.1,0,0,1,0,0,0.0665627782724844,"No"
41,22,9320,5.3,0,0,0,0,1,0.0698497854077253,"No"
39,26,8040,6.9,0,0,0,1,1,0.0606965174129353,"No"
42,22,7200,6.2,0,1,0,1,0,0.113194444444444,"No"
32,21,7010,2.3,1,0,0,1,1,0.0191155492154066,"No"
44,24,6940,4.7,1,0,0,1,0,0.0642651296829971,"No"
43,17,6720,7,0,0,0,1,0,0.0428571428571429,"No"
35,24,6680,2.2,0,0,0,1,0,0.0417664670658683,"No"
38,20,7390,5.2,1,0,0,0,1,0.189174560216509,"No"
34,20,5580,1.7,0,0,0,1,1,0.0969534050179211,"No"
48,34,8590,8.3,0,0,1,1,1,0.0869615832363213,"No"
53,19,7880,5.3,0,0,0,1,0,0.099746192893401,"No"
37,29,5960,2.6,0,0,1,1,0,0.0454697986577181,"No"
39,18,6590,8,0,1,0,1,0,0.0389984825493171,"No"
40,18,8530,5.1,0,0,0,1,0,0.0694021101992966,"No"
40,26,8650,6.8,0,0,1,1,0,0.15849710982659,"No"
36,15,6430,0.8,0,1,0,0,0,0.109486780715397,"No"
33,25,7750,6.1,0,0,1,1,0,0.0472258064516129,"No"
30,15,5050,5.5,0,0,1,1,0,0.0267326732673267,"No"
46,13,6320,3.9,1,0,0,1,0,0.0691455696202532,"No"
34,19,4660,2.9,0,0,0,1,0,0.0257510729613734,"No"
43,26,8240,5.3,1,0,0,0,0,0.0816747572815534,"No"
50,21,4930,8.6,0,0,0,1,1,0.0523326572008114,"No"
48,17,6580,1.7,1,0,0,1,0,0.253191489361702,"No"
46,25,6480,4.7,0,1,0,1,1,0.0473765432098765,"No"
47,34,12630,1,0,0,0,0,1,0.0913697545526524,"No"
51,40,19800,3.5,0,0,0,1,0,0.10469696969697,"No"
50,35,22720,1.2,0,0,0,0,0,0.0272887323943662,"No"
44,18,5900,6,0,1,0,0,1,0.0361016949152542,"No"
30,13,4630,4.9,0,0,0,1,0,0.0814254859611231,"No"
35,13,5150,6.2,0,0,0,0,0,0.0580582524271845,"No"
35,18,5490,5.5,0,0,0,1,0,0.219489981785064,"No"
38,24,14000,2.7,0,0,1,1,0,0.0475714285714286,"No"
25,13,4580,1.9,1,0,0,1,0,0.0556768558951965,"No"
36,27,10100,6.5,0,0,1,1,1,0.112079207920792,"No"
45,34,14990,5.4,0,0,0,0,0,0.26184122748499,"No"
37,20,15830,7.8,1,0,0,0,0,0.143398610233733,"No"
52,17,6240,7.6,0,0,0,1,0,0.0532051282051282,"No"
27,14,5390,4,1,0,0,1,1,0.0128014842300557,"No"
44,28,5250,4.6,0,0,0,1,1,0.0552380952380952,"No"
32,22,9270,4.2,1,0,0,1,1,0.0887810140237325,"No"
49,35,12930,7.5,1,0,0,1,0,0.0124516627996906,"No"
54,17,5490,3.4,0,0,0,0,0,0.128051001821494,"No"
40,18,18700,1.3,0,0,1,1,1,0.0779679144385027,"No"
58,20,5530,6.8,0,0,1,1,0,0.245388788426763,"No"
47,38,12600,6.9,0,0,0,0,0,0.237222222222222,"No"
49,33,9320,3.6,0,0,1,1,0,0.120600858369099,"No"
34,12,7540,4.7,0,1,0,0,0,0.123209549071618,"No"
36,17,9600,5.3,1,0,0,1,0,0.0202083333333333,"No"
32,18,6450,7.2,1,0,0,0,0,0.0410852713178295,"No"
41,14,7680,7.4,0,0,0,1,0,0.1453125,"No"
48,23,8730,5.2,0,0,1,0,0,0.0686139747995418,"No"
49,15,9530,6.4,1,0,0,1,1,0.145120671563484,"No"
58,31,14760,7.7,0,0,0,1,1,0.0187669376693767,"No"
46,32,8720,6.6,0,1,0,1,0,0.0626146788990826,"No"
36,26,7200,6.5,1,0,0,0,0,0.160416666666667,"No"
49,15,6410,4.7,0,0,0,0,0,0.0315132605304212,"No"
46,18,5300,2.2,1,0,0,0,0,0.03,"No"
39,31,6980,5.9,1,0,0,1,0,0.0492836676217765,"No"
32,15,5610,5.7,1,0,0,1,1,0.0614973262032086,"No"
53,21,6690,3.3,0,0,0,1,0,0.0539611360239163,"No"
45,26,16200,8,0,0,0,1,0,0.0732716049382716,"No"
40,18,5310,8.3,0,0,1,1,0,0.0355932203389831,"No"
42,17,10510,2.9,0,0,1,0,1,0.0475737392959087,"No"
35,27,6920,3.3,0,0,0,0,0,0.0632947976878613,"No"
46,28,15720,6.4,0,0,1,0,0,0.0527989821882952,"No"
50,14,9400,3.2,0,0,0,1,0,0.149893617021277,"No"
36,12,4890,2.4,1,0,0,1,0,0.0122699386503067,"No"
43,13,6450,2.9,1,0,0,0,0,0.118914728682171,"No"
44,15,6510,0.3,0,0,1,0,0,0.0698924731182796,"No"
41,16,5360,6.5,1,0,0,1,0,0.00895522388059702,"No"
45,18,8540,7,1,0,0,1,0,0.0758782201405152,"No"
46,29,7060,9.8,0,0,0,1,1,0.248016997167139,"No"
48,34,17270,3.2,0,0,1,1,0,0.114070642733063,"No"
36,23,6000,7.3,1,0,0,0,1,0.055,"No"
39,30,10160,8,1,0,0,1,0,0.117027559055118,"No"
37,16,5610,3,0,0,0,0,0,0.136541889483066,"No"
49,16,6850,5.5,1,0,0,1,1,0.0532846715328467,"No"
34,26,8030,6.4,0,0,1,1,1,0.0643835616438356,"No"
35,21,6080,3.5,1,0,0,1,1,0.03125,"No"
26,19,5100,2.7,0,0,1,1,0,0.0343137254901961,"No"
27,12,4950,1.8,0,0,0,1,0,0.0721212121212121,"No"
33,16,4900,4.9,0,0,1,1,0,0.104489795918367,"No"
47,22,7770,2.5,0,0,1,0,1,0.0814671814671815,"No"
37,25,11330,6.7,1,0,0,0,1,0.0770520741394528,"No"
42,34,9280,4.1,1,0,0,0,1,0.0567887931034483,"No"
51,41,14690,9.1,0,0,1,1,1,0.101361470388019,"No"
37,29,7090,4.8,1,0,0,1,1,0.0685472496473907,"No"
29,12,4750,4.3,0,0,0,1,1,0.138736842105263,"No"
47,19,7140,4.4,1,0,0,1,0,0.0673669467787115,"No"
42,15,8870,7.4,0,1,0,1,1,0.0382187147688839,"No"
46,14,4820,6.6,0,0,0,0,0,0.116182572614108,"No"
32,25,7670,6.9,0,0,1,1,0,0.137940026075619,"No"
41,29,11550,12.9,1,0,0,1,0,0.0451948051948052,"No"
54,18,6610,4.7,0,0,1,1,1,0.0278366111951589,"No"
50,37,19190,7.7,0,0,0,1,0,0.129181865554977,"No"
42,31,11700,5.2,0,0,1,1,1,0.042991452991453,"No"
32,25,6060,4,0,0,1,1,0,0.108580858085809,"No"
39,19,5320,6.5,0,0,0,0,0,0.166729323308271,"No"
40,25,9980,5.9,0,0,0,1,0,0.0140280561122244,"No"
49,21,7710,4.8,0,0,1,0,0,0.104150453955901,"No"
46,31,10470,5.3,0,1,0,1,0,0.0823304680038204,"No"
45,31,12100,7.4,0,0,0,1,0,0.0648760330578512,"No"
51,26,9250,4.7,0,0,1,0,1,0.108432432432432,"No"
41,30,10790,1.7,0,0,1,1,1,0.0363299351251158,"No"
41,12,7300,6,1,0,0,0,1,0.155068493150685,"No"
52,17,7720,4.2,0,0,1,0,0,0.0661917098445596,"No"
52,28,10970,6.9,1,0,0,1,0,0.169462169553327,"No"
36,20,6720,1.7,0,0,0,1,1,0.0806547619047619,"No"
46,19,6020,4.7,0,1,0,1,1,0.043687707641196,"No"
31,21,5330,9.7,1,0,0,1,1,0.0947467166979362,"No"
35,19,4790,6.6,0,0,0,1,0,0.0983298538622129,"No"
36,12,6230,7,0,0,1,1,0,0.209791332263242,"No"
29,15,5080,4.5,1,0,0,1,1,0.0127952755905512,"No"
60,19,5560,3.5,1,0,0,1,0,0.158453237410072,"No"
39,30,7100,5.1,0,0,0,0,1,0.0242253521126761,"No"
45,24,9970,2.8,0,0,0,1,1,0.0504513540621866,"No"
46,32,7370,5.2,1,0,0,0,0,0.0472184531886024,"No"
44,27,7150,8.5,1,0,0,1,0,0.128251748251748,"No"
39,31,6890,5.9,0,0,0,1,1,0.175326560232221,"No"
39,25,7200,3.2,1,0,0,0,0,0.0269444444444444,"No"
43,14,7130,2.5,0,0,0,1,1,0.00575035063113604,"No"
26,19,5180,7.3,0,0,0,1,0,0.0818532818532818,"No"
43,21,7240,5.2,0,0,0,1,0,0.144060773480663,"No"
29,19,6840,6.7,0,0,0,1,0,0.0950292397660819,"No"
39,16,5730,7.8,0,0,1,1,0,0.0792321116928447,"No"
34,16,5250,8,0,0,1,1,0,0.0683809523809524,"No"
39,19,6830,4.4,0,0,0,1,0,0.0692532942898975,"No"
38,21,6600,4.9,0,1,0,1,0,0.015,"No"
32,16,5220,4.5,1,0,0,0,0,0.0990421455938697,"No"
30,20,5620,6.9,1,0,0,1,1,0.0441281138790036,"No"
36,24,8560,4.8,1,0,0,1,1,0.128271028037383,"No"
32,21,7010,6.6,1,0,0,0,1,0.0817403708987161,"No"
50,22,7830,4.7,1,0,0,0,1,0.181992337164751,"No"
44,16,5910,7.8,0,0,0,1,0,0.174957698815567,"No"
32,15,10260,4.2,0,0,0,1,1,0.119298245614035,"No"
44,23,5510,3.9,0,0,1,1,1,0.0673321234119782,"No"
42,29,7050,7.5,0,0,0,1,1,0.0982978723404255,"No"
39,20,5760,9.4,1,0,0,1,1,0.0538194444444444,"No"
32,23,7400,6.7,0,0,0,1,1,0.128243243243243,"No"
47,17,5100,8.2,1,0,0,1,1,0.0758823529411765,"No"
32,13,5840,4,0,0,0,1,0,0.0462328767123288,"No"
39,22,5760,6.2,1,0,0,1,0,0.0657986111111111,"No"
37,17,5230,7.1,0,0,0,1,1,0.0548757170172084,"No"
41,31,6630,10.6,1,0,0,1,0,0.0627450980392157,"No"
54,44,26300,2.6,0,0,0,0,0,0.0824714828897338,"No"
27,12,4290,2.6,0,0,1,0,0,0.0841491841491842,"No"
25,15,4570,7.4,0,0,0,1,1,0.0711159737417943,"No"
29,16,5440,5.9,1,0,0,1,1,0.0540441176470588,"No"
56,43,20540,5.7,0,0,0,1,1,0.162171372930867,"No"
49,42,18290,6.6,1,0,0,1,1,0.036468015308912,"No"
38,12,8000,4.4,1,0,0,1,1,0.0695,"No"
48,35,10140,5.9,0,1,0,0,0,0.0425049309664694,"No"
38,28,6840,10.4,0,1,0,0,0,0.0926900584795322,"No"
56,29,7500,6,1,0,0,1,1,0.1016,"No"
44,33,11120,5.7,1,0,0,0,1,0.0380395683453237,"No"
37,19,7260,3.5,1,0,0,0,1,0.273691460055096,"No"
36,20,7600,3.9,1,0,0,1,1,0.163815789473684,"No"
46,27,6690,6.4,0,0,1,1,1,0.104484304932735,"No"
30,17,4910,8.5,0,0,0,1,0,0.0529531568228106,"No"
53,28,6110,6.3,0,0,0,1,1,0.115548281505728,"No"
56,49,24770,5.6,0,1,0,0,0,0.0333871618893823,"No"
49,30,11200,3.2,0,0,1,0,1,0.0658928571428571,"No"
36,28,8410,1.5,1,0,0,1,0,0.0873959571938169,"No"
48,14,4870,6.1,0,0,0,0,1,0.13264887063655,"No"
34,17,5840,6.9,0,0,1,1,0,0.186643835616438,"No"
42,34,9420,8.9,0,0,1,1,1,0.153927813163482,"No"
51,17,6870,5.7,1,0,0,0,1,0.145269286754003,"No"
29,20,5900,6.3,0,0,0,1,0,0.154915254237288,"No"
48,15,8470,3,1,0,0,1,0,0.0131050767414404,"No"
49,39,11300,4.2,0,0,1,1,0,0.0895575221238938,"No"
29,18,5400,7,1,0,0,1,0,0.248888888888889,"No"
33,18,6150,7.3,1,0,0,0,1,0.0656910569105691,"No"
37,13,5410,2.3,0,1,0,1,1,0.0768946395563771,"No"
30,17,5060,4.7,0,0,0,1,1,0.0349802371541502,"No"
47,39,12500,8.6,0,0,1,0,0,0.08496,"No"
33,12,5000,4.9,1,0,0,0,0,0.0202,"No"
46,17,5460,0.3,0,0,1,0,1,0.0467032967032967,"No"
